iter	MultiClass
0	1.742849673
1	1.613114142
2	1.479747882
3	1.372733215
4	1.277757576
5	1.195540508
6	1.12906921
7	1.070897599
8	1.024219442
9	0.975625808
10	0.9400467773
11	0.89772576
12	0.8590866236
13	0.8223191337
14	0.7897304286
15	0.7558958356
16	0.737041271
17	0.707315971
18	0.684224076
19	0.6662063376
20	0.6445431974
21	0.6261788416
22	0.6120936391
23	0.5919129316
24	0.5730191892
25	0.5523419636
26	0.5384241824
27	0.5227954626
28	0.5115176974
29	0.4995042106
30	0.4872107757
31	0.4762652592
32	0.4657621264
33	0.4552887286
34	0.4473296445
35	0.4385795344
36	0.4288558946
37	0.422420986
38	0.4159002158
39	0.4086801195
40	0.4011089509
41	0.3942887745
42	0.3889170934
43	0.3829220595
44	0.3766272444
45	0.3710201869
46	0.3670840539
47	0.3615806582
48	0.3563558511
49	0.3519511217
50	0.3476750631
51	0.3432201233
52	0.3376403914
53	0.3338870085
54	0.3295967048
55	0.326281009
56	0.3222053233
57	0.3193651246
58	0.3148581646
59	0.310686459
60	0.3075588809
61	0.3044096305
62	0.3012934568
63	0.2983450664
64	0.2960727111
65	0.2932349243
66	0.2910786897
67	0.2878094645
68	0.2853941002
69	0.2819809875
70	0.2804158786
71	0.2786905761
72	0.2765704598
73	0.2725515909
74	0.2691232756
75	0.266882453
76	0.2636482564
77	0.2609527789
78	0.2569457835
79	0.2545911335
80	0.2512104015
81	0.249012679
82	0.2473358618
83	0.2452242558
84	0.2435417371
85	0.2411263466
86	0.2396456575
87	0.2379733294
88	0.2358021144
89	0.232512375
90	0.2285968041
91	0.2265106858
92	0.2250660487
93	0.2232220838
94	0.2202185912
95	0.2183681069
96	0.2167070219
97	0.2149663248
98	0.2137176337
99	0.2129535535
100	0.211766869
101	0.2104430736
102	0.2093535799
103	0.2069765286
104	0.2047511959
105	0.2031702037
106	0.2017198035
107	0.1979003082
108	0.1961583286
109	0.1935082939
110	0.1917841964
111	0.1900202579
112	0.1883974035
113	0.1866378206
114	0.1848987327
115	0.1819707438
116	0.1804995894
117	0.1785535196
118	0.1763053475
119	0.1750155275
120	0.1739977221
121	0.1726225867
122	0.1714475002
123	0.1694319369
124	0.168117135
125	0.1661080391
126	0.1640071763
127	0.1630637348
128	0.1624559283
129	0.161504679
130	0.1602592837
131	0.1582993529
132	0.1567434674
133	0.154336645
134	0.1534940296
135	0.1515451949
136	0.1505907795
137	0.1487439666
138	0.1475353146
139	0.1452773595
140	0.1443352923
141	0.1434185777
142	0.1425276042
143	0.1416509222
144	0.1410675227
145	0.1403749341
146	0.139471752
147	0.1387475407
148	0.1379579561
149	0.1362142651
150	0.1354963035
151	0.1341666883
152	0.13219742
153	0.1312081215
154	0.1306526491
155	0.1297319092
156	0.1285107961
157	0.127823107
158	0.1268373116
159	0.1263829722
160	0.1254680754
161	0.1252092976
162	0.1243104059
163	0.1236395288
164	0.1229836069
165	0.1219964489
166	0.1212841737
167	0.1204523971
168	0.1189657748
169	0.1181791521
170	0.1171579721
171	0.1165795107
172	0.1161835032
173	0.1157106898
174	0.1148961524
175	0.114651582
176	0.113756792
177	0.1130586893
178	0.1126230284
179	0.1119204306
180	0.11141703
181	0.1107249729
182	0.1099020471
183	0.1089100448
184	0.1079359772
185	0.1072289269
186	0.1066895619
187	0.106263157
188	0.1058636556
189	0.1053836145
190	0.1050848295
191	0.1038061058
192	0.1032783105
193	0.1029904155
194	0.1019873255
195	0.1016257194
196	0.101326869
197	0.1010330731
198	0.1007413364
199	0.1003630522
200	0.0990054268
201	0.0988185008
202	0.09840065432
203	0.09796380351
204	0.09770788082
205	0.09742474413
206	0.09703960479
207	0.09649291106
208	0.09614614177
209	0.09565054755
210	0.09547289532
211	0.09521255731
212	0.09449485073
213	0.09436958367
214	0.09413481061
215	0.09398310232
216	0.09367940579
217	0.09344635192
218	0.09308452316
219	0.09279044922
220	0.09241745428
221	0.09203468525
222	0.09178030909
223	0.09120577073
224	0.09097422055
225	0.09072713839
226	0.0903193514
227	0.08991851707
228	0.08914834552
229	0.088853222
230	0.08854158708
231	0.08827592225
232	0.08786356796
233	0.08762834584
234	0.08711555402
235	0.08665445338
236	0.08620038705
237	0.08595401407
238	0.08542234977
239	0.08476162099
240	0.0844378
241	0.08417535383
242	0.08379398201
243	0.0835114297
244	0.08298887644
245	0.08242427051
246	0.08217682749
247	0.08189511433
248	0.08170538033
249	0.08139668588
250	0.08084500837
251	0.08001949358
252	0.07989210138
253	0.0793618024
254	0.07913661164
255	0.07889725421
256	0.0786331274
257	0.07825653295
258	0.07794839576
259	0.07731887447
260	0.07698751348
261	0.07597232705
262	0.07578480631
263	0.07568394654
264	0.07523119023
265	0.07508278514
266	0.07486156387
267	0.07465382014
268	0.07433414816
269	0.07360855332
270	0.07348714133
271	0.07330683524
272	0.07308978639
273	0.07269755253
274	0.07246135574
275	0.07231703389
276	0.07205950793
277	0.07167592321
278	0.07146100756
279	0.07112085665
280	0.07095558794
281	0.07065808956
282	0.07034567848
283	0.07004437884
284	0.06990762757
285	0.06969506382
286	0.06917771856
287	0.06884483974
288	0.06860084334
289	0.06849284618
290	0.06819096761
291	0.06799250192
292	0.06795588545
293	0.06780578911
294	0.06757364383
295	0.06743777385
296	0.06723720757
297	0.06706709823
298	0.06693049276
299	0.06678384779
300	0.0666574635
301	0.06623997783
302	0.06616516788
303	0.06602306606
304	0.06581629092
305	0.06571707695
306	0.06549250923
307	0.06527176041
308	0.06506451811
309	0.06480893704
310	0.06454245354
311	0.06427183358
312	0.06415156637
313	0.06404280117
314	0.06391429878
315	0.06372847123
316	0.06352433223
317	0.06333941048
318	0.0630109116
319	0.06255029912
320	0.06221399586
321	0.0620096674
322	0.0617677513
323	0.06171737539
324	0.06144966206
325	0.06133068671
326	0.06121684864
327	0.06102098884
328	0.06083739034
329	0.06052959129
330	0.06040112138
331	0.06030544184
332	0.06018386201
333	0.06003024369
334	0.05983788626
335	0.05953815846
336	0.05940016723
337	0.05912688713
338	0.05886174501
339	0.05873033799
340	0.05865612168
341	0.05842553659
342	0.05810563689
343	0.05789849866
344	0.05770185832
345	0.05728367827
346	0.05715599974
347	0.05700525409
348	0.05676838227
349	0.05650434161
350	0.05619433562
351	0.0559946146
352	0.05589784636
353	0.0557471509
354	0.05569790142
355	0.05565489448
356	0.05530692145
357	0.05503319444
358	0.05495246771
359	0.05479779549
360	0.05467100791
361	0.05455119191
362	0.0544384357
363	0.05426398899
364	0.05391673071
365	0.05372867331
366	0.05364810192
367	0.05352313763
368	0.05345010139
369	0.05327919718
370	0.05309195604
371	0.05301806509
372	0.05289297255
373	0.05281931503
374	0.05270627302
375	0.05252397702
376	0.05240119219
377	0.05226530992
378	0.05215488157
379	0.05202800195
380	0.05181558368
381	0.0517293411
382	0.05159194568
383	0.05138158692
384	0.0511899176
385	0.05106835287
386	0.05097828456
387	0.05091156316
388	0.050859055
389	0.05077786243
390	0.05067148489
391	0.05031691138
392	0.05026650493
393	0.05010402198
394	0.05003287119
395	0.04988172573
396	0.04970651861
397	0.04957075429
398	0.04946323956
399	0.04923488568
400	0.04914031685
401	0.04901871306
402	0.0488446554
403	0.04869629751
404	0.04862026545
405	0.04854762021
406	0.04837076545
407	0.04823527135
408	0.04817283228
409	0.04795843315
410	0.0478161325
411	0.0476811959
412	0.04759421401
413	0.04746111478
414	0.04716280492
415	0.04707762272
416	0.04695955778
417	0.04688358887
418	0.04681951602
419	0.04676633117
420	0.04665913868
421	0.04647964682
422	0.04631530296
423	0.04616781558
424	0.04602965723
425	0.04589120205
426	0.04577458014
427	0.04568014571
428	0.04559048945
429	0.04541502914
430	0.04529100707
431	0.04522034983
432	0.04506632083
433	0.04495099053
434	0.04490418825
435	0.04479464023
436	0.04461532852
437	0.04450776768
438	0.04440527695
439	0.04424976067
440	0.04408768316
441	0.04397096619
442	0.04388165131
443	0.04373274368
444	0.04367207546
445	0.04362129883
446	0.04354946616
447	0.04348105595
448	0.04328498848
449	0.04322997911
450	0.04311610566
451	0.04295326422
452	0.04270805558
453	0.04260873493
454	0.04251445648
455	0.04243606542
456	0.04230247804
457	0.04213790335
458	0.04199537222
459	0.0418932059
460	0.04176863768
461	0.04167089693
462	0.04157837471
463	0.04141296634
464	0.04134976212
465	0.04119605461
466	0.04116148418
467	0.0410615509
468	0.04091090923
469	0.04083147641
470	0.0407547041
471	0.04064027834
472	0.04053159032
473	0.04048531083
474	0.0404636994
475	0.04039907961
476	0.04035970051
477	0.04030988436
478	0.04027243901
479	0.04022712457
480	0.04019061733
481	0.04011270653
482	0.03999015261
483	0.0399506831
484	0.03991777553
485	0.03982530364
486	0.03962661137
487	0.03950639633
488	0.0394405582
489	0.03934665196
490	0.0392570724
491	0.03914674809
492	0.03909611089
493	0.039051871
494	0.03897557799
495	0.03888967982
496	0.03881601872
497	0.03872165875
498	0.03867595703
499	0.03862519148
500	0.03856657971
501	0.0385317069
502	0.03841364168
503	0.03830466666
504	0.03820727101
505	0.03809287199
506	0.03804697281
507	0.03800552602
508	0.03796989714
509	0.03786850745
510	0.03781530184
511	0.03769346017
512	0.03761743349
513	0.03742494578
514	0.03733147032
515	0.03725111986
516	0.03714463021
517	0.03701156811
518	0.03686343387
519	0.03683097948
520	0.03677724096
521	0.03670734191
522	0.03661057128
523	0.03645338229
524	0.03630272713
525	0.03626589616
526	0.0362161326
527	0.03613925671
528	0.03608305407
529	0.03599248299
530	0.03592524426
531	0.03585938419
532	0.03575097352
533	0.03569744408
534	0.03561727161
535	0.03547728823
536	0.03538298055
537	0.03532086277
538	0.0353003666
539	0.0351316642
540	0.03508795266
541	0.03502508289
542	0.03494309273
543	0.03488572979
544	0.0348485104
545	0.03479826768
546	0.03476711646
547	0.03470753405
548	0.03463558155
549	0.03455194121
550	0.03451491958
551	0.034459242
552	0.03440307514
553	0.03437524056
554	0.03430529406
555	0.03425608093
556	0.03419646725
557	0.03407070597
558	0.03405813506
559	0.03394579885
560	0.03389119317
561	0.03378649122
562	0.03370010242
563	0.03362060181
564	0.03349899781
565	0.03340206125
566	0.03335147165
567	0.03330723156
568	0.03319700814
569	0.0331418442
570	0.03312732189
571	0.03305537388
572	0.03298933385
573	0.03294535958
574	0.03289680186
575	0.03283874928
576	0.03278481082
577	0.03266833805
578	0.03256509394
579	0.03254097171
580	0.03246900124
581	0.03241274711
582	0.03234171841
583	0.03226459877
584	0.03221983754
585	0.03211157688
586	0.03205064784
587	0.0319666826
588	0.03191939362
589	0.03186939917
590	0.03183906367
591	0.03170641111
592	0.03164750293
593	0.03156547697
594	0.03150355536
595	0.03139065074
596	0.03126570114
597	0.03122121018
598	0.03119399154
599	0.03117069363
600	0.03112510828
601	0.0310977393
602	0.03102465451
603	0.03099184632
604	0.03096342342
605	0.0308850835
606	0.03081918482
607	0.0307489539
608	0.03071625863
609	0.03067030326
610	0.03062942377
611	0.03044611113
612	0.03041760337
613	0.03034199045
614	0.03027248187
615	0.03025015592
616	0.03020802288
617	0.03017565504
618	0.03011499856
619	0.03007193289
620	0.03000973192
621	0.0299631071
622	0.02987606636
623	0.02979683271
624	0.02975056118
625	0.02971898582
626	0.02970276796
627	0.02967386694
628	0.02964155319
629	0.02959293558
630	0.02950702638
631	0.02944991687
632	0.02940877237
633	0.02936250749
634	0.02933294543
635	0.02928403036
636	0.02924920526
637	0.02921854315
638	0.02918190152
639	0.02905010522
640	0.02899010221
641	0.02893476518
642	0.02890520946
643	0.02887760663
644	0.02875745861
645	0.02871360517
646	0.02861203134
647	0.02855681187
648	0.02852558971
649	0.02848989704
650	0.02843003401
651	0.02836499316
652	0.02831809508
653	0.02828475908
654	0.0282200479
655	0.02816176958
656	0.02811873416
657	0.02806421637
658	0.0280293439
659	0.02796327045
660	0.0279264799
661	0.02790092959
662	0.02788196372
663	0.02785702776
664	0.02780322058
665	0.0277570067
666	0.0277423788
667	0.02769016009
668	0.02762707847
669	0.02758522399
670	0.02750944236
671	0.02743420062
672	0.0273724943
673	0.02734311001
674	0.02730720025
675	0.027261998
676	0.02724099068
677	0.02718003972
678	0.02713882635
679	0.02709614254
680	0.02704333577
681	0.02697726687
682	0.02691183566
683	0.02685370553
684	0.02684149722
685	0.02678941242
686	0.02676974523
687	0.02674405009
688	0.02670513662
689	0.0266887966
690	0.02665698412
691	0.02660165638
692	0.02657234788
693	0.02652900537
694	0.02650449347
695	0.02646566553
696	0.02644113905
697	0.0263954289
698	0.026367004
699	0.02628426461
700	0.02622360286
701	0.02617742569
702	0.02611361932
703	0.02608859552
704	0.02602417357
705	0.02595812357
706	0.02592839714
707	0.02590770426
708	0.02585773036
709	0.02583537095
710	0.02580102283
711	0.02577713999
712	0.0257335067
713	0.02568511052
714	0.02565318477
715	0.02561705864
716	0.02559944072
717	0.02556567455
718	0.02552017935
719	0.02545283801
720	0.02537019309
721	0.02530570696
722	0.02519888732
723	0.02517200503
724	0.02511171626
725	0.02508763535
726	0.02503092549
727	0.02500742237
728	0.02493621826
729	0.02485424238
730	0.02481359918
731	0.02474790029
732	0.02468226086
733	0.02463758505
734	0.02460321936
735	0.02453069408
736	0.02448919962
737	0.02443624763
738	0.02440466805
739	0.02436031443
740	0.02433339117
741	0.02425942992
742	0.02425093277
743	0.02419801395
744	0.02415130217
745	0.02412223828
746	0.02409586412
747	0.02405823497
748	0.02401748419
749	0.02397556548
750	0.02392894059
751	0.02391260299
752	0.02387939149
753	0.02384791121
754	0.02380893856
755	0.02377909528
756	0.02372803114
757	0.0236321672
758	0.02353356823
759	0.0234484434
760	0.02341963718
761	0.02337557494
762	0.02335415199
763	0.02331320987
764	0.02330214157
765	0.02326395863
766	0.02322922026
767	0.02315687713
768	0.02311040725
769	0.02305139161
770	0.02302255335
771	0.02300513081
772	0.02298314588
773	0.02294656517
774	0.0229178628
775	0.02286758256
776	0.02283342091
777	0.02281060868
778	0.02277691809
779	0.02271214246
780	0.02270257185
781	0.02264711638
782	0.0226042409
783	0.02258029839
784	0.0225500383
785	0.02249770181
786	0.02247705583
787	0.02241913585
788	0.02238933358
789	0.02227770396
790	0.02226556909
791	0.02221228361
792	0.02215963549
793	0.0221301363
794	0.02207063385
795	0.02204865099
796	0.02202744529
797	0.02198246255
798	0.02193713398
799	0.02183647386
800	0.02181496324
801	0.02178280646
802	0.02169509792
803	0.02162224147
804	0.02160855491
805	0.02158193443
806	0.0215700283
807	0.02155446535
808	0.02153466486
809	0.02150207743
810	0.02147691777
811	0.02143583781
812	0.02141204809
813	0.02137304769
814	0.02134953565
815	0.02131944123
816	0.02127124599
817	0.02125052154
818	0.02122762476
819	0.02120318113
820	0.02116841083
821	0.02113626876
822	0.02110784813
823	0.02108488519
824	0.02107519041
825	0.0210386879
826	0.02102207803
827	0.02101174308
828	0.02099446931
829	0.02097147276
830	0.02094910221
831	0.02092807321
832	0.02091018528
833	0.02085338521
834	0.02079662761
835	0.02075437372
836	0.02074098999
837	0.02069619558
838	0.02066542088
839	0.02064950989
840	0.02062374587
841	0.02060644051
842	0.02057496997
843	0.02054555603
844	0.0205247815
845	0.02050734385
846	0.02046908082
847	0.02045150445
848	0.02041023438
849	0.02038615239
850	0.02036715305
851	0.02035026248
852	0.02031038594
853	0.02027974744
854	0.02026827946
855	0.02024721567
856	0.02018536241
857	0.02016443526
858	0.0201436536
859	0.02012702531
860	0.02010871723
861	0.02007203178
862	0.02003382389
863	0.01994941245
864	0.01992304056
865	0.01989065876
866	0.01984612277
867	0.01980112867
868	0.01978252375
869	0.01975603555
870	0.01973579952
871	0.01971852902
872	0.01969485374
873	0.01965970499
874	0.01964463911
875	0.01962080304
876	0.01958093401
877	0.01955614901
878	0.01952173045
879	0.01950423531
880	0.0194849008
881	0.01943957282
882	0.01942170039
883	0.01938310686
884	0.01934176872
885	0.0193141461
886	0.01928811954
887	0.01927766088
888	0.01926566643
889	0.019242063
890	0.01921993976
891	0.01918679311
892	0.01914856332
893	0.01910862266
894	0.01908791831
895	0.01905893041
896	0.01904282719
897	0.01902227613
898	0.01901323097
899	0.01896040259
900	0.01893894676
901	0.01892579752
902	0.01890926549
903	0.01887962812
904	0.01885271017
905	0.01882962103
906	0.01881721361
907	0.01879190375
908	0.01877739227
909	0.01871628529
910	0.01868914109
911	0.01867030746
912	0.01860231707
913	0.01859044502
914	0.01856452624
915	0.01855624353
916	0.01853444849
917	0.01851327568
918	0.0185041113
919	0.01848210873
920	0.0184664583
921	0.01843376446
922	0.01841961924
923	0.01841057677
924	0.01839431752
925	0.0183706394
926	0.01835542669
927	0.01832879449
928	0.01831419051
929	0.01828301081
930	0.01826471016
931	0.01825320113
932	0.0182386264
933	0.01820068866
934	0.01819446041
935	0.01816017664
936	0.01815021541
937	0.01813437664
938	0.01812302881
939	0.01810465804
940	0.01807991663
941	0.01805312396
942	0.0180358812
943	0.01801432513
944	0.01799869462
945	0.01796510202
946	0.01793972286
947	0.01790154478
948	0.01787159649
949	0.01785222794
950	0.01783275844
951	0.0178256399
952	0.01777694123
953	0.01776347714
954	0.01775303562
955	0.01772723548
956	0.01769380435
957	0.01766698307
958	0.01766267973
959	0.01765327304
960	0.01763204543
961	0.01761141052
962	0.01759318843
963	0.01757132931
964	0.01755829254
965	0.01754609225
966	0.01753390535
967	0.01751759582
968	0.01748807613
969	0.0174717365
970	0.01744950536
971	0.01743745914
972	0.01740556821
973	0.01735073587
974	0.01732560449
975	0.01730317607
976	0.01727729408
977	0.01726847907
978	0.01724255206
979	0.01721244901
980	0.01718184734
981	0.01716715568
982	0.01715046705
983	0.01713224646
984	0.01712009588
985	0.01707337744
986	0.01705838217
987	0.01703709
988	0.01702508136
989	0.01701086538
990	0.01699538234
991	0.01698203202
992	0.01696229106
993	0.0169415054
994	0.01692683079
995	0.01690305764
996	0.01689155945
997	0.01686048966
998	0.01683994598
999	0.01683565363
